id,rating,text,clean_text,suggested_tags,delivery_shipping,redemption_activation,product_quality,customer_service,refund_return,usability,value_price,fraud_scam,other,notes,annotation_status,annotator,annotated_at
giftcards_13444,5.0,Product arrived on time and as advertised,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13445,4.0,gave it as a gift to my son. cute box,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13446,5.0,Bought this as a valentine for my son. Love the packaging and these cards are always a great gift!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13447,3.0,"Amazon didn’t activate the first card I ordered and I had to get a replacement. I ended up being late for my nephew’s birthday. It does offer variety, but this isn’t the first time I’ve run into the activation problem.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13448,1.0,"The card came as invalid. I called the number on the back the automated message said it hasn’t been activated. Best Buy said it had already been used, even though we’d only scratched off the coating, that day. Long story short, I was out $25 and neither company took responsibility or offered a solution. Buyer beware.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13449,4.0,"I love the tin.  It's really cute.  Now I don't have to go out and buy a card to hold the gift card.<br /><br />Update:  I just bought another one, and it did not come with the black card holder like he other tin.  Disappointed.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1345,5.0,It's a gift card....,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13450,5.0,"What an easy way to make $5.00.  This is a really good promotion.  I wish ALL my purchases would give me the option to get $5.00 back!  I purchase a LOT from Amazon.  I know I am not their BEST customer, but I do love the ease.  This hundred will last about 2 weeks.  When I am not buying something for the house, or jewelry, me or my husband is buying a book.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13451,5.0,This gift card was exactly as expected and easy to redeem on my daughter's Kindle! Thanks Amazon for making things easy!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13452,5.0,Cute tin,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13453,5.0,great,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13454,5.0,great,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13455,2.0,Arrived taken apart! using for a Gift Hope it is good!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13456,5.0,I love Amazon gift cards! My whole family loves them. Loads rite away.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13457,5.0,Easy to purchase and it was a wedding gift.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13458,5.0,it made a cute Christmas gift along with being a tree ornament,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13459,5.0,Looks a lot nicer Like this rather than a gift card envelope. Very nice presentation.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1346,5.0,Great Product,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13460,5.0,"Very impressed for three reasons: (1) delivered a day ahead of time 👍 (2)  wrapped neatly and not damaged at all, although I will disguise it in a larger box. (3) The driver deserves a reward. The package was flat so he placed it on a table inside my porch. Not stolen or tossed out with all the cardboard on my porch Great job to him.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13461,5.0,This won't be a long review.  I ordered it one day and it was promptly delivered the next with no charge for shipping and handling.  The recipients loved them especially because they like to order books on line.  What more can you ask for?,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13462,5.0,Who doesn't like money to buy what you like?,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13463,5.0,Great way to make 2 gifts in 1.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13464,5.0,Good simple,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13465,5.0,A beautiful and useful Amazon card makes a great holiday gift.  Everybody wants them.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13466,5.0,Lovely little tin with gift card tucked inside on a black felt like lining.  Cute little ribbon hanger makes this even more special.  I will happily give this as a gift.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13467,5.0,Very cute tin with gift card tucked inside on a felt like lining.  Very proud to give this as a gift.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13468,5.0,I know my daughter loves to shop as much as I do and I see that she has a big Amazon wish list like me.  I decided an Amazon gift card would be the perfect 35th Birthday present.  Amazon gift cards can be boxed and sent free with one day shipping.  I got a call from my daughter when it arrived.  She was very impressed by the packaging.  She said the box was really beautiful and was just like the picture that Amazon has shown.  The box was so nice that at first she thought I might have sent her an expensive piece of jewelry from Amazon.  The Happy Birthday gift card is very cute and she can't wait to start shopping for kitchen items to use when she prepares Thanksgiving dinner. In the future I will not hesitate to send an Amazon gift card to anyone anywhere.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13469,5.0,You get them an Amazon gift card! Voila! They love it and you in a round about way have given them something they want.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1347,5.0,"Not sure why this needs a rating, but I refilled my amazon account and it was easy. The money shows up within a few minutes usually.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13470,5.0,"The bonus was great, all used up now.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13471,5.0,I like that I didn't have to pay extra for the cute packaging.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13472,5.0,"Reload that card, yo!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13473,5.0,WOW - giftcards!! What could go wrong?,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13474,5.0,Amazon gift cards are the PERFECT gift. Period.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13475,5.0,I love Amazon so of course Amazon gift cards are a must for a LOT of occasions in my life. This particular packaging was perfect for the intended fashionista. Such cute presentation and not a big glittery mess (which I kinda expected but was ok with the idea).,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13476,5.0,"What can I say, everyone always gets excited to get an Amazon card : )",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13477,5.0,So cute!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13478,5.0,"I get a gift card every year for my nieces, grandnieces, great grandnieces, ect, for Christmas.  Need I say more.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13479,5.0,"It's money, of course they love it",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1348,5.0,It's good,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13480,5.0,Gifts,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13481,5.0,Gifts,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13482,5.0,Gifts,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13483,5.0,Cute card for giving the Amazon gift card.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13484,5.0,"Always the best thing for a teenager.  They can go online, shop at their leisure and get exactly what they want. Perfect gift.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13485,5.0,Can’t ever go wrong with Amazon GC. recipient was pleasantly surprised with box presentation.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13486,5.0,"Very nice box, with slide out drawer, lined in silk! Easy to load on Amazon account!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13487,5.0,Easy to use.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13488,5.0,Difficult to use,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13489,5.0,This was the easiest way to give a Christmas gift to someone who I could not find a present for.<br />Will definitely purchase more in the future when I cannot think of what to buy for someone.<br />This is the easy way out of gifting.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1349,5.0,Always easy and great to get Amazon gift cards thank you,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13490,5.0,Great Gift,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13491,5.0,Arrived fast thank you. Will make a great gift,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13492,5.0,I LOVE Amazon.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13493,5.0,This was on sale so I got $50 for $40! Thank you Amazon!  Easy to load!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13494,5.0,"It was a win win situation , load 100 bucks on card get 10 free",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13495,5.0,Put a budget on Amazon for your kids,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13496,5.0,What could be better than an Amazon gift card?,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13497,5.0,This of course was a gift.  The little Amazon Box is just adorable.  The person loved the box.  This will be the only way I will order an Amazon Gift Card.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13498,5.0,Always a great gift and always appreciated,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13499,5.0,Perfect as prizes for an ugly sweater contest!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_135,5.0,I needed a last-minute gift for the holidays and this was a perfect choice. It came in a beautiful box and they loved it.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1350,5.0,Always great and easy to get gift cards from Amazon,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13500,4.0,Once you know where to go this site is great. It takes very little time to add your money. Easy Peasy!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13501,1.0,"I only added a star because this review requires it. I paid $100 for this as a gift for my dad's birthday in May and he was NEVER able to redeem it. He decided to redeem it months later but no luck. He contacted DAZN, I contacted DAZN and they were no help AT ALL. I can't believe I spent $100 on this for nothing. SUPER DISSAPOINTED.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13502,5.0,No issues with this item. Came in a timely manner before christmas.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13503,5.0,I always get excited reloading my gift card balance. Most often I get these from a pampers reward program. You log purchases with codes and get rewarded with points which you can use to ‘purchase’ gift cards - I always choose Amazon. I wonder how many ways there are out there to earn these cards. I give these gift cards too - especially if I can’t think of something particular a person might like.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13504,4.0,It;s ok,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13505,5.0,Last minute Christmas gift for someone. The mini amazon box is super cute.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13506,5.0,On time and pretty. Last minute Christmas gift.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13507,5.0,Versatility,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13508,1.0,"If you have EVER questioned anything in your life, DON'T do this!! I've now been dealing w identify theft since May from someone in Miami FL and ONLY bc I caught it in time did I get lucky!! The Collier County Sheriff & FTC has done NOTHING. I had put 1st a fraud alert on my credit, then a 7 yr extended alert that didnt work so I had to put a security freeze on which I recommend EVERYONE DO anyway to protect your credit!!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13509,5.0,We really like their sandwiches.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1351,3.0,Ok,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13510,5.0,My granddaughter was very happy with this gift.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13511,5.0,Giftable and fits well in the hand. Love to throw it around with the kids.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13512,1.0,"I am very disappointed, when I got ready to use my card it did not work and I am out $25.00. Very sad.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13513,5.0,It is great  about once a month I  put what I can afford to spend on things so I can buy stuff on amazon. Very convenient and budget friendly.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13514,5.0,Bought Fire’s for two young cousins and got them $25 gift cards so they could buy e-books to download on the e-readers.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13515,5.0,Perfect!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13516,5.0,Granddaughter was so Pleased! She also has 2 more gifts coming from you to her in Tracy Again! Thx so much for your Great Service 😉,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13517,5.0,"As expected, no issues.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13518,5.0,"It is always easy to give a gift card. That way they can choose whatever they want to buy themselves. I liked the box that it came in, it was very pretty. I will be buying more gift cards in the future and I will probably Do it this way so that I can get the pretty box to go with it.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13519,5.0,"Amazon gift cards are always a good gift. So many people shop at Amazon. The variety at Amazon is so diverse.  Your loved one can purchase just about anything that he/she wants with the gift card.  If you can’t figure out what to get them, try a gift card and let them pick out what they want.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1352,5.0,"It is excellent to have a tool as useful as amazon.com is a great option when it comes to shopping, and the use of gift cards allows us to recharge the accounts to have money when making purchases.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13520,5.0,Free gift holder.  Works great for stocking stuffer or main gift.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13521,5.0,Very easy to reload money (any amount) on card. Keeps a running tab on how much you spend and what you bought.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13522,5.0,Great at as a Christmas gift exchange.  This gift certificate was in a lovely snowflake container.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13523,5.0,Easy,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13524,5.0,Love gift cards!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13525,5.0,"I think the box is so adorable. I sent this as a gift to one of my relatives.  I will know if they like it,  which I am sure they will. The gift box makes the gift much more presentable.  I can't wait to hear from my relative.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13526,5.0,Exactly as shown.  On time.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13527,1.0,My mom purchased the card online for my son but the money wasn’t loaded! Now we had to call grandma and ask her about it when she should have been done with the process,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13528,5.0,Love it,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13529,1.0,These cards are very generic looking and hard to remove glue. These were supposed to go in seperate envelopes for teachers. They look counterfeit and not gift worthy.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1353,5.0,Good,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13530,5.0,They loved their gift card-Thanks,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13531,5.0,"Christmas gift for a friend of over 25 years at our family Christmas. He uses Uber often, and loved it.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13532,5.0,For someone who enjoys these on a regular basis for Christmas.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13533,5.0,"Gave me 10% extra value, and without extra hassle for this extra value.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13534,5.0,Great to have this for me anyways.  I was in a pinch and this card came in handy.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13535,5.0,Love the convenience,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13536,5.0,This is not the first time I have ordered this gift card. It is really cute. I like it more than a gift card that can be purchased at a grocery store. Would definitely buy again.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13537,5.0,Great deal!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13538,5.0,Spectacular.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13539,5.0,This was a gift for someone who likes to read. He loved the idea.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1354,5.0,simple and easy&#34; You gotta love it!&#34;,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13540,5.0,"If you don't know what to get someone, a gift card always works.  Amazon is the best card to get because you can get anything on Amazon.  Christmas is coming.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13541,5.0,"Wife loved the snowman face, but loved the gift card even better.  Snowman now hanging on tree, gift card already gone.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13542,5.0,Perfect little gift!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13543,5.0,Great,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13544,5.0,"Sure you can go to Ulta and spend $50. But with the e-gift card you can gift this to someone, as I did for my daughter!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13545,5.0,"What can I say, best gift<br />Love the box",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13546,5.0,Great gift,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13547,5.0,It's a gift card,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13548,5.0,An amazon gift card will fit as a gift for anyone for anything. Amazon is a one stop shop.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13549,5.0,"Purchased this as a gift for Christmas. This gift card will work for anyone, looking for anything.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1355,5.0,Nice,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13550,5.0,Nice perk for use on Amazon.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13551,5.0,Great price,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13552,5.0,Grandkids love them,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13553,5.0,What is NOT to like about AMAZON GIFT CARD.........,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13554,5.0,the black just looks cool,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13555,5.0,Great gift for a makeup lover!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13556,5.0,Very convenient,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13557,5.0,"Bought this for my mom for her birthday. Really cute cup cake tin, gift card was easy to use. She enjoyed this gift.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13558,5.0,good use for me,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13559,3.0,ok,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1356,5.0,I liked that it had the amount of $ I wanted on it.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13560,5.0,Baby shower gift,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13561,5.0,I put this as a secret gift under the tree.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13562,5.0,"I love the wrapping of this card. I love to wrap packages, but this looks so perfect for a male friend, that I gave it as is",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13563,5.0,Very quick and simple to use. Took less than a minute to load to my account.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13564,5.0,Useful and saved,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13565,4.0,Loved that it came with Christmas card and envelope!! My only complaint is that recipients should be able to use the card for memberships or any of &#34;your&#34; services,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13566,5.0,Already spent by recipient,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13567,5.0,Grandson loved it,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13568,5.0,THIS IS GREAT FOR EASE OF PAYMENT,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13569,5.0,Good gift to give if you do not know what to give.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1357,5.0,Perfect every day gift card.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13570,3.0,It's a gift card...don't understand why you are charged an activation fee...other sites have them without one,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13571,3.0,Hey! it's a gift card,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13572,3.0,Hey! it's a gift card,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13573,3.0,Hey! it's a gift card,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13574,3.0,Hey! it's a gift card,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13575,3.0,OK,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13576,3.0,OK,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13577,3.0,OK,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13578,3.0,Ok,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13579,1.0,you actually want a review on a gift card?!?!?!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1358,5.0,gift,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13580,1.0,you actually want a review on a gift card?!?!?!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13581,5.0,"I actually bought this item for my son to use while he was out plowing snow... However, my granddaughter had other ideas & scooped them up for herself!  Yeah, they were used up during the week between Christmas & New Year while she was out of school!  So, this year, I bought her he own card!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13582,1.0,I thought it saids I could get a discount but turn out it didn’t,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13583,1.0,"We paid $100 for a $100 gift card and when we redeemed it last night, the balance was only $85.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13584,5.0,It was great. My grandson was so happy,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13585,5.0,"Fast, simple and secure.  The Best.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13586,5.0,Makes for good gifting. Let people use it to get what they really want!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13587,3.0,"I have a late fee, I though this would pay for my order",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13588,5.0,no worries what to give as a gift,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13589,5.0,"Super cute The reindeer is an ornament to put on your tree, the gift card is inside. Perfect!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1359,5.0,A handy way to get free shipping if you fall short on an order...especially if you buy often from Amazon.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13590,5.0,It was a cute added addition to the gift I attached it to. They liked it.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13591,5.0,Gift card holder for any occasion cute and classy.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13592,5.0,Cute little gift bag! I would recommend this product.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13593,5.0,Perfect gift! And so cute the santa card holder is!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13594,5.0,Excellent gift for any occasion.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13595,5.0,Bought a $100 Amazon gift 🎁 card and received a free $10 bonus!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13596,5.0,"The gift card helps so much, I don't have to spend from my bank account to shop for my family for holidays. I just start buying gift cards from January and before December it becomes huge and I just shop for stuff happily like it's all free",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13597,5.0,I love the gift card holder it came with. The Santa was so adorable.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13598,5.0,This arrived undamaged and not bent. It also came in its own little wrapping to make sure it did not get scratched. This is a great gift.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13599,5.0,Easy and fast,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_136,5.0,Person I gave it to at Christmas already had things waiting in her cart!!!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1360,5.0,Does what it says!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13600,5.0,Like that easy to buy and easy to give as gift.  Person appreciates getting things they need,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13601,5.0,They loved it.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13602,5.0,works,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13603,5.0,Love the little Amazon Box!  What more can I say -- Anyone who orders from Amazon will relate to these cute little gift card boxes!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13604,5.0,Good gift!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13605,5.0,"Fast delivery l, impressed.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13606,5.0,"Worked great, very simple to use.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13607,5.0,Prompt and as expected,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13608,3.0,I have a balance on this card and Jack in the box  (3 times now cannot get it to work). Not sure what the issue is if it's the card or jack in the box but I'd really like to get what I paid for,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13609,5.0,Everything I expected.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1361,3.0,"Pro one, but seemed a little tougher to do than I expected.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13610,5.0,Everything I expected.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13611,5.0,"Easy to use just a bit difficult finding a Randalls in Houston, there are only about 10. Closest to me is about 30 miles. Sure wish you had a Kroger gift card...",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13612,5.0,Very easy to order and shipped extremely fast I literally got them the next day!  My family will love these in their stockings at Christmas!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13613,5.0,Easy gift,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13614,5.0,"I was so pleased with these gift cards and the Santa holders.  These are not small cheaply made metal Santa's.  No, they are of a good size. Probably the size of the palm of most hands.  They are sturdy not flimsy metal and painted nicely.  They are large enough to wrap if you feel you want to present a gift.  So happy I ordered them and I do plan on ordering more of them.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13615,5.0,I like that I can but this without going to the stire,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13616,5.0,Headline explains it all.  Thanks.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13617,5.0,So easy and Fast,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13618,5.0,"I've now had 3 replacement cards sent to my granddaughter for her birthday, 5 phone calls later still cards don't work! Very disappointed and mad!",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13619,5.0,"Great value gift card, that comes in a beautiful book mark, thank you !",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1362,5.0,"Easy to use and reload, will definitely do it again.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13620,5.0,There's too much service charge deducted. A $50 gift card was hardly enough left for a meal.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13621,5.0,Anytime we can get a deal on iTunes/Apple it’s a plus.  Great gift!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13622,5.0,No comment,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13623,1.0,Last years cards in boxes were ADORABLE! This years? A cardboard envelope😭 I’m disappointed!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13624,5.0,My boyfriends son and wife love the Outback  there's one around the corner from their home,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13625,5.0,gift my daughter loves this store,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13626,5.0,"Right Gift Card with the Right Dollar Amount on it, came in quick!!! Thank you! :)",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13627,5.0,Perfect,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13628,5.0,doesn't even need gift wrap!  love it!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13629,5.0,Super cute tin!,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_1363,5.0,just like money,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13630,5.0,"Gift cards, when you have no idea what to get someone.",,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13631,5.0,Easy to reload $ to your Amazon account and it is almost instant.,,,0,0,0,0,0,0,0,0,0,,pending,,
giftcards_13632,5.0,Obviously these are great Gift Cards. Being able to give Multiple Choices is always a plus I believe. We buy them for our Mail Lady who puts up with all of the boxes we get!,,,0,0,0,0,0,0,0,0,0,,pending,,
