id,rating,text,clean_text,suggested_tags,delivery_shipping,redemption_activation,product_quality,customer_service,refund_return,usability,value_price,fraud_scam,other,notes
12000,5,Great way to quickly & safely add money to your Amazon account!,great way to quickly safely add money to your amazon account,other,,,,,,,,,,
120007,4,Enjoyed  given to Young adult,enjoyed given to young adult,other,,,,,,,,,,
120013,5,Perfect for any occasion - great for my sisters birthday,perfect for any occasion great for my sisters birthday,other,,,,,,,,,,
12002,4,Kids love it on Easter,kids love it on easter,other,,,,,,,,,,
120033,5,i just like adding money in case i dont have enough in my main card lol,i just like adding money in case i dont NOT_have NOT_enough NOT_in my main card lol,other,,,,,,,,,,
120039,5,You get what you pay for!,you get what you pay for,other,,,,,,,,,,
120041,5,Im giving this 5 stars. Box was untouched and quick shipping :),im giving this 5 stars box was untouched and quick shipping,delivery_shipping,,,,,,,,,,
120042,5,Nicely presented perfect for a Christmas gift,nicely presented perfect for a christmas gift,other,,,,,,,,,,
120046,5,👍,,other,,,,,,,,,,
120049,5,Gift card for a family member who is avid Amazon shopper.Merry Christmas. Love it because they are  across country. sure makes Christmas  or all gift shopping easier. Money saved on shipping makes for a little more spent an a gift. Thank you Amazon.,gift card for a family member who is avid amazon shopper merry christmas love it because they are across country sure makes christmas or all gift shopping easier money saved on shipping makes for a little more spent an a gift thank you amazon,delivery_shipping,,,,,,,,,,
120052,5,Great idea! Cute card and perfect for anyone! This is definitely at the top of the list for next year gifts!,great idea cute card and perfect for anyone this is definitely at the top of the list for next year gifts,other,,,,,,,,,,
120053,5,"While I like to choose the right gift for each occasion, my recipients seem most pleased with an Amazon Gift Card.  This one was quite a hit for an animal-lover, or anyone young at heart.",while i like to choose the right gift for each occasion my recipients seem most pleased with an amazon gift card this one was quite a hit for an animal lover or anyone young at heart,other,,,,,,,,,,
120063,5,Easy transaction,easy transaction,other,,,,,,,,,,
120065,5,"It’s a gift card. What do you expect. You buys a certain amount, gift it to whom ever your gifting it to. They apply it and then use it. If you desperately need to read the review section of a gift card we’ll then god help you and congrats for making it this far in life with out dying.",it s a gift card what do you expect you buys a certain amount gift it to whom ever your gifting it to they apply it and then use it if you desperately need to read the review section of a gift card we ll then god help you and congrats for making it this far in life with out dying,other,,,,,,,,,,
120068,5,"Cute packaging, perfect for holiday gift giving!",cute packaging perfect for holiday gift giving,other,,,,,,,,,,
120079,5,Shipped quickly and we used it that week.,shipped quickly and we used it that week,delivery_shipping,,,,,,,,,,
120080,1,Bought 3 gift cards. 2 for $50 each. And 1 $200 gift card. How do I know which card is the $200 one. They all look the same. I need to know which one is the 200,bought 3 gift cards 2 for 50 each and 1 200 gift card how do i know which card is the 200 one they all look the same i need to know which one is the 200,other,,,,,,,,,,
120084,5,Love it!!!!!  Cute presentation!!!,love it cute presentation,other,,,,,,,,,,
120089,5,Awesome way to save,awesome way to save,other,,,,,,,,,,
120114,5,Amount was credited immediately. Convenient!,amount was credited immediately convenient,other,,,,,,,,,,
120126,5,It was a Great Surprise gift.,it was a great surprise gift,other,,,,,,,,,,
120146,5,"I bought a Big Mac, Filet-O-Fish, a Quarter-Pounder, French fries, icy coke, thick shake, a sundae and apple pie. Then I went to Wendy's for a cup of chili with a finger in it. The cashier at Wendy's didn't have an issue. I guess I could recommend this gift card.",i bought a big mac filet o fish a quarter pounder french fries icy coke thick shake a sundae and apple pie then i went to wendy s for a cup of chili with a finger in it the cashier at wendy s didn t NOT_have NOT_an NOT_issue i guess i could recommend this gift card,other,,,,,,,,,,
120154,5,I got this with a promotion of an extra $10. I used it to buy Christmas gifts.,i got this with a promotion of an extra 10 i used it to buy christmas gifts,other,,,,,,,,,,
120157,1,RECEIVED GIFT CARD PAck - NONE OF THE CARDS HAD ANY $$$$ ON THEM!,received gift card pack none of the cards had any on them,other,,,,,,,,,,
120167,5,I take my gift cards with a remaining balance and add them to my amazon account,i take my gift cards with a remaining balance and add them to my amazon account,other,,,,,,,,,,
120175,5,Used as Christmas gifts.,used as christmas gifts,other,,,,,,,,,,
120180,5,IT WORKED!,it worked,other,,,,,,,,,,
120191,5,I’ll take free money any day!,i ll take free money any day,other,,,,,,,,,,
120194,5,Always a great gift!,always a great gift,other,,,,,,,,,,
120199,5,Excellent excellent excellent. Was able to send to my children while I was out of town on business trip.,excellent excellent excellent was able to send to my children while i was out of town on business trip,other,,,,,,,,,,
1202,4,Good to go,good to go,other,,,,,,,,,,
120202,5,This gift card comes with a nice mortarboard box with tassel.  Great gift idea for any grads now that graduation season is upon us.,this gift card comes with a nice mortarboard box with tassel great gift idea for any grads now that graduation season is upon us,other,,,,,,,,,,
120205,4,It saved me time to look for the right gift. My family and friends were happy to get this from me.,it saved me time to look for the right gift my family and friends were happy to get this from me,other,,,,,,,,,,
120215,5,no gift ideas? no problem! save yourself from last minute shopping headache! love this fancy gift card.,no NOT_gift NOT_ideas no NOT_problem save yourself from last minute shopping headache love this fancy gift card,other,,,,,,,,,,
120228,5,Was able to pick up the $50 on Black Friday for an awesome $38!!! Talking about an awesome deal!,was able to pick up the 50 on black friday for an awesome 38 talking about an awesome deal,other,,,,,,,,,,
120229,5,Excelente!,excelente,other,,,,,,,,,,
12024,5,"It's a gift card, works as it needed to",it s a gift card works as it needed to,other,,,,,,,,,,
120253,5,"Amazon gift card and tin can is so clever and cute. Can’t go wrong in terms of gift giving. I used this option with my sons’ teachers, colleagues etc- anywhere where a gift card was the most appropriate thing :)",amazon gift card and tin can is so clever and cute can t go wrong in terms of gift giving i used this option with my sons teachers colleagues etc anywhere where a gift card was the most appropriate thing,other,,,,,,,,,,
120254,1,Garbage,garbage,other,,,,,,,,,,
120298,5,Thanks. :),thanks,other,,,,,,,,,,
120309,5,as expected,as expected,other,,,,,,,,,,
120314,5,great card,great card,other,,,,,,,,,,
120315,5,This was a git the recipient was pleased to receive it.,this was a git the recipient was pleased to receive it,other,,,,,,,,,,
120319,1,I cant call or talk to customer service,i cant call or talk to customer service,customer_service,,,,,,,,,,
120326,5,I like it.,i like it,other,,,,,,,,,,
12033,5,Who could go wrong with an Amazon gift card!!?! Always a perfect gift and wise choice for any gift.,who could go wrong with an amazon gift card always a perfect gift and wise choice for any gift,other,,,,,,,,,,
120335,3,I wish the process was simpler. But for the most part I like it because it allows me to use old gift cards on here to add to reload a balance on it if needed to.,i wish the process was simpler but for the most part i like it because it allows me to use old gift cards on here to add to reload a balance on it if needed to,other,,,,,,,,,,
120345,5,Goodies!,goodies,other,,,,,,,,,,
12035,5,Eatin good in the neighborhood!,eatin good in the neighborhood,other,,,,,,,,,,
120351,5,good,good,other,,,,,,,,,,
120353,5,Exactly as I expected when I purchased it.,exactly as i expected when i purchased it,other,,,,,,,,,,
120358,5,My girlfriend enjoyed it.,my girlfriend enjoyed it,other,,,,,,,,,,
120365,5,Very easy to use,very easy to use,other,,,,,,,,,,
120368,5,Good,good,other,,,,,,,,,,
120369,1,there was only a dollar in my card when I ordered it. played me!!,there was only a dollar in my card when i ordered it played me,other,,,,,,,,,,
12038,4,The tin was a much nicer way to present a gift card than just handing the card itself.  Hope Amazon comes out with more designs for different themes!,the tin was a much nicer way to present a gift card than just handing the card itself hope amazon comes out with more designs for different themes,other,,,,,,,,,,
120387,5,Worked like every other Subway gift card I've ever purchased.,worked like every other subway gift card i ve ever purchased,other,,,,,,,,,,
120391,4,Perfect way to get a gift card and sent to someone with out having to deal with all the traffic in the store. Thanks,perfect way to get a gift card and sent to someone with out having to deal with all the traffic in the store thanks,other,,,,,,,,,,
120392,1,I ordered 2 $25 card but got four. Problem is none of them has any money in it?<br />Where is my money?,i ordered 2 25 card but got four problem is none of them has any money in it br where is my money,other,,,,,,,,,,
120399,4,"One of the cards did not function, but the issue was corrected quickly",one of the cards did not NOT_function but the issue was corrected quickly,other,,,,,,,,,,
120401,5,"I consider these gift cards a great add-on item so you can get free shipping. Plus, you get to go out to eat.",i consider these gift cards a great add on item so you can get free shipping plus you get to go out to eat,delivery_shipping,,,,,,,,,,
120402,5,I added this to a small order so that it would qualify for free shipping. And it gave me a good excuse to go out to dinner!,i added this to a small order so that it would qualify for free shipping and it gave me a good excuse to go out to dinner,delivery_shipping,,,,,,,,,,
120409,5,The gift card went to very good use. My nephew enjoys eating your subs.,the gift card went to very good use my nephew enjoys eating your subs,other,,,,,,,,,,
120412,5,No issues,no NOT_issues,other,,,,,,,,,,
120417,5,"Worked, ate, good purchase",worked ate good purchase,other,,,,,,,,,,
120438,5,"My brother, son, and husband were quite pleased to get one of these.  Will order these as gifts again next year.",my brother son and husband were quite pleased to get one of these will order these as gifts again next year,other,,,,,,,,,,
120444,5,"convenient. Reasonable. Something for everyone.  Better than average for this type of food. Best of all, they serve breakfast anytime!",convenient reasonable something for everyone better than average for this type of food best of all they serve breakfast anytime,other,,,,,,,,,,
120449,5,"Friends with Kindles love this. I did not realize how many people buy various things from Amazon!!!! Next year, I will probably up this one.  Wonderful for Kindle users as well.",friends with kindles love this i did not NOT_realize NOT_how NOT_many people buy various things from amazon next year i will probably up this one wonderful for kindle users as well,other,,,,,,,,,,
12046,5,Perfect birthday gift packaging.,perfect birthday gift packaging,other,,,,,,,,,,
120460,5,Like the fact that they are well located and have pick up service.  Can't beat that onion thing.  Good quality food and usually cooked as directed.,like the fact that they are well located and have pick up service can t NOT_beat NOT_that NOT_onion thing good quality food and usually cooked as directed,other,,,,,,,,,,
120463,5,"convenient. Reasonable. Something for everyone.  Better than average for this type of food. Best of all, they serve breakfast anytime!",convenient reasonable something for everyone better than average for this type of food best of all they serve breakfast anytime,other,,,,,,,,,,
120465,1,of course the gift card is fine....the one star is because Amazon guaranteed  delivery on Friday and then didn't deliver until Saturday!,of course the gift card is fine the one star is because amazon guaranteed delivery on friday and then didn t NOT_deliver NOT_until NOT_saturday,delivery_shipping,,,,,,,,,,
120471,5,good,good,other,,,,,,,,,,
120476,5,good!!,good,other,,,,,,,,,,
120481,1,I bought gift cards and they have a zero balance!?!?!?,i bought gift cards and they have a zero balance,other,,,,,,,,,,
120482,5,"This year I chose gift cards for some Christmas Gifts....Worked out great, and customize to preference. Very very fast delivery, Very very pleased.",this year i chose gift cards for some christmas gifts worked out great and customize to preference very very fast delivery very very pleased,delivery_shipping,,,,,,,,,,
120490,5,My son loved it. We used part of it the same day he got it. :-),my son loved it we used part of it the same day he got it,other,,,,,,,,,,
120493,5,What isnt there to like about a Subway gift card? Well-except creepy Jared that is! :0,what isnt NOT_there NOT_to NOT_like about a subway gift card well except creepy jared that is 0,other,,,,,,,,,,
120498,5,"It is what it says it is, an Amazon gift card balance reload. No problems putting the money in, no problems using it on an order.<br /><br />I did qualify for the extra $5 bonus for loading up $100, which is a nice little incentive for Amazon to offer to make sure my funds stay in their ecosystem. Would be cool if they did promotions like that a little more often.",it is what it says it is an amazon gift card balance reload no NOT_problems NOT_putting NOT_the money in no NOT_problems NOT_using NOT_it on an order br br i did qualify for the extra 5 bonus for loading up 100 which is a nice little incentive for amazon to offer to make sure my funds stay in their ecosystem would be cool if they did promotions like that a little more often,other,,,,,,,,,,
120499,5,"It is what it says it is, a gift card to Ulta Beauty. No problems using the card. Giving it 5 stars seems kind of silly, but I don't know that it would be fair to give it anything less.",it is what it says it is a gift card to ulta beauty no NOT_problems NOT_using NOT_the card giving it 5 stars seems kind of silly but i don t NOT_know NOT_that NOT_it would be fair to give it anything less,other,,,,,,,,,,
120511,5,Great purchase. The Gift card worked very good.,great purchase the gift card worked very good,other,,,,,,,,,,
120518,5,Totally simple and my Dad has enjoyed it,totally simple and my dad has enjoyed it,other,,,,,,,,,,
12053,5,Loved it!  Made my holiday shopping sooo much easier😀,loved it made my holiday shopping sooo much easier,other,,,,,,,,,,
120538,5,Like the graduation printing. Gift for high school and college graduates..,like the graduation printing gift for high school and college graduates,other,,,,,,,,,,
120545,5,"College Son away from home and loves<br />this place, Eats here at least once a week<br />great break from Cafe food, stocking<br />stuffer from Mom, yes would recommend!",college son away from home and loves br this place eats here at least once a week br great break from cafe food stocking br stuffer from mom yes would recommend,other,,,,,,,,,,
120547,5,"Great Product, it's a gift card",great product it s a gift card,other,,,,,,,,,,
120552,5,Perfect,perfect,other,,,,,,,,,,
120572,5,Fast and easy to use. High recommended.,fast and easy to use high recommended,other,,,,,,,,,,
120574,5,I was very scare when i was looking at the bad reviews but unlike them my card was activated.,i was very scare when i was looking at the bad reviews but unlike them my card was activated,other,,,,,,,,,,
120581,5,"My son loves Subway, so buying this gift card on Amazon was well worth it!",my son loves subway so buying this gift card on amazon was well worth it,other,,,,,,,,,,
120583,4,I ordered this product for my daughter and was exactly what I ordered. my daughter was very happy to get it for Christmas.,i ordered this product for my daughter and was exactly what i ordered my daughter was very happy to get it for christmas,other,,,,,,,,,,
120584,4,I ordered this product for my nephew and was exactly what I ordered. my nephew was very happy to get it for Christmas.,i ordered this product for my nephew and was exactly what i ordered my nephew was very happy to get it for christmas,other,,,,,,,,,,
120595,5,It was a gift.,it was a gift,other,,,,,,,,,,
120608,5,Excellent job,excellent job,other,,,,,,,,,,
120610,5,Excellent job,excellent job,other,,,,,,,,,,
120612,5,Very easy to use I got it quickly and used it the same day Great way to play the game at D&B and get the food I want.,very easy to use i got it quickly and used it the same day great way to play the game at d b and get the food i want,other,,,,,,,,,,
120616,5,It is so much easier than using cash or a credit card. It's right there in my billfold and can be used.,it is so much easier than using cash or a credit card it s right there in my billfold and can be used,other,,,,,,,,,,
120622,5,Thank,thank,other,,,,,,,,,,
120624,5,It was a Christmas present for my family but I love it it's right on time before they leave before they went back home so they got it before they leave they are so happy thank you,it was a christmas present for my family but i love it it s right on time before they leave before they went back home so they got it before they leave they are so happy thank you,other,,,,,,,,,,
120630,5,Got for granddaughter for Christmas and she loved them.,got for granddaughter for christmas and she loved them,other,,,,,,,,,,
120632,5,Love Being Able To Get Cards For Gifts,love being able to get cards for gifts,other,,,,,,,,,,
120633,5,Wonderful,wonderful,other,,,,,,,,,,
120634,5,Great,great,other,,,,,,,,,,
120642,5,Great gift,great gift,other,,,,,,,,,,
120657,3,No where on the card does this say you can't buy 3rd party gift cards from Lowe's using this gift card. I think the terms of usage on the site needs to be updated.,no NOT_where NOT_on NOT_the card does this say you can t NOT_buy NOT_3rd NOT_party gift cards from lowe s using this gift card i think the terms of usage on the site needs to be updated,other,,,,,,,,,,
12066,5,"Came very cute, didn't need additional wrapping.",came very cute didn t NOT_need NOT_additional NOT_wrapping,other,,,,,,,,,,
120670,5,Awesome incentive,awesome incentive,other,,,,,,,,,,
120676,5,Liked it.,liked it,other,,,,,,,,,,
120686,5,Gift cards are always nice. Step daughter loves Applebee's.,gift cards are always nice step daughter loves applebee s,other,,,,,,,,,,
120693,5,Well received as a birthday gift. Great gift when you just can't think of what to get someone for their birthday.,well received as a birthday gift great gift when you just can t NOT_think NOT_of NOT_what to get someone for their birthday,other,,,,,,,,,,
120701,5,My kids loved this gift! All 3.,my kids loved this gift all 3,other,,,,,,,,,,
120704,5,Fast sending...  My grandson loved the $300 cup cake gift.,fast sending my grandson loved the 300 cup cake gift,other,,,,,,,,,,
120709,3,"The greeting note to the recipient was nowhere! I'm sending 3 more of these, so they will have to guess who sent them too!",the greeting note to the recipient was nowhere i m sending 3 more of these so they will have to guess who sent them too,other,,,,,,,,,,
12071,5,Cute enough to hide in the tree!  Reusable!,cute enough to hide in the tree reusable,other,,,,,,,,,,
12072,5,Nice gift,nice gift,other,,,,,,,,,,
120722,5,or i will stop making star ratings,or i will stop making star ratings,other,,,,,,,,,,
120731,5,Perfect gift,perfect gift,other,,,,,,,,,,
120736,5,"Prefect for Date night & you don't have to use gas money or deal with, waiting in lines.",prefect for date night you don t NOT_have NOT_to NOT_use gas money or deal with waiting in lines,other,,,,,,,,,,
12074,5,"I purchased this as a gift, and the recipient loved it.",i purchased this as a gift and the recipient loved it,other,,,,,,,,,,
12075,5,This feature is AWESOME!! I've had no problems using it and really like the ease and accessibility.,this feature is awesome i ve had no NOT_problems NOT_using NOT_it and really like the ease and accessibility,other,,,,,,,,,,
120755,5,"Very,very easy and prompt.  Funds available within 5 minutes.",very very easy and prompt funds available within 5 minutes,other,,,,,,,,,,
120760,5,Perfect gift and loved the packaging.,perfect gift and loved the packaging,other,,,,,,,,,,
120762,5,Easy to reload.,easy to reload,other,,,,,,,,,,
120772,5,liked being able to buy a gift card by mail . was a christmas gift for my son.,liked being able to buy a gift card by mail was a christmas gift for my son,other,,,,,,,,,,
120775,5,"Quick, easy & painless",quick easy painless,other,,,,,,,,,,
120777,2,"I purchased these gift card for a Christmas gift and was led to believe that the card they came in was to be personalized with a message I chose to have written on it. When they came I found the cards to be blank and written on a plain piece of paper was the messages I thought were to be printed on the card that the gift card came with. When I called they said they would send out three more. When the new cards came, they were identical. I called back and then was told that the cards dont come with a message , that I was to cut out the message on the plain piece of paper they sent me and then stuck in the card. Why would I do that when I could personally right it on the card myself!! VERY DISAPOINTING!!!",i purchased these gift card for a christmas gift and was led to believe that the card they came in was to be personalized with a message i chose to have written on it when they came i found the cards to be blank and written on a plain piece of paper was the messages i thought were to be printed on the card that the gift card came with when i called they said they would send out three more when the new cards came they were identical i called back and then was told that the cards dont NOT_come NOT_with NOT_a message that i was to cut out the message on the plain piece of paper they sent me and then stuck in the card why would i do that when i could personally right it on the card myself very disapointing,other,,,,,,,,,,
12078,5,Quick process! Super easy to reload!,quick process super easy to reload,other,,,,,,,,,,
120780,5,Easy to reload...,easy to reload,other,,,,,,,,,,
120785,5,excelent,excelent,other,,,,,,,,,,
120798,4,Easy to use but sometimes runs slow,easy to use but sometimes runs slow,delivery_shipping,,,,,,,,,,
12080,5,How can you go wrong with an Amazon gift card in a cute snowman tin.  The grandkids loved it!,how can you go wrong with an amazon gift card in a cute snowman tin the grandkids loved it,other,,,,,,,,,,
120806,1,"Can't change where money comes from - credit card, gift card, bank. Automatically goes to whatever it wants.<br /><br />Also, the ""new"" update to Kindle is AWFUL!! Can't delete books after they are read, you have to permanently delete them. But the list stinks....shows covers you never saw in the previous lists. Can't tell if you read the book or not.<br /><br />If it ain't broke - DON'T FIX IT!!!",can t NOT_change NOT_where NOT_money comes from credit card gift card bank automatically goes to whatever it wants br br also the new update to kindle is awful can t NOT_delete NOT_books NOT_after they are read you have to permanently delete them but the list stinks shows covers you never NOT_saw NOT_in NOT_the previous lists can t NOT_tell NOT_if NOT_you read the book or not br br if it ain t broke don t NOT_fix NOT_it,other,,,,,,,,,,
120809,5,"My son's room mate is retired and he has a kindle that he does a great deal of reading on. We got this for him for Christmas to buy more books or game apps, if he wanted to. He was extremely pleased. This was worth it and very easy to redeem.",my son s room mate is retired and he has a kindle that he does a great deal of reading on we got this for him for christmas to buy more books or game apps if he wanted to he was extremely pleased this was worth it and very easy to redeem,redemption_activation,,,,,,,,,,
120814,5,My grandson loved it.  He is getting some of the apps and games he wants for his kindle hd. He loves playing with it.,my grandson loved it he is getting some of the apps and games he wants for his kindle hd he loves playing with it,other,,,,,,,,,,
120816,1,Way too confusing when you return something. I still have no idea where these funds are. Waste of time.,way too confusing when you return something i still have no NOT_idea NOT_where NOT_these funds are waste of time,refund_return|usability,,,,,,,,,,
120817,5,Very Convenient and Fast way for sending Christmas Gifts. It was two days before Christmas when I realized I didn't prepare one Christmas Gift to my niece. Then I ordered one Amazon Gift card for her. It arrived her home around 6pm on Christmas Eve...,very convenient and fast way for sending christmas gifts it was two days before christmas when i realized i didn t NOT_prepare NOT_one NOT_christmas gift to my niece then i ordered one amazon gift card for her it arrived her home around 6pm on christmas eve,delivery_shipping,,,,,,,,,,
120835,5,"I absolutely ❤'d the teal n gold, scallop design on the GIFT(card) BOX, as well as the French vanilla colored satin-esque material inside of it that held the [$50] Amazon giftcard in place, that I'd purchased for a friend's birthday who absolutely loves shopping on Amazon 👌",i absolutely d the teal n gold scallop design on the gift card box as well as the french vanilla colored satin esque material inside of it that held the 50 amazon giftcard in place that i d purchased for a friend s birthday who absolutely loves shopping on amazon,other,,,,,,,,,,
120836,1,"Received and gifted this card as Christmas Present. When receiver when to utilize card, there were no funds on it.",received and gifted this card as christmas present when receiver when to utilize card there were no NOT_funds NOT_on NOT_it,other,,,,,,,,,,
120849,5,Easy,easy,other,,,,,,,,,,
120851,4,cute and fast shiping  my sister in law loved the gift and the fredom to pick and choose on amazon for  what she really wants .,cute and fast shiping my sister in law loved the gift and the fredom to pick and choose on amazon for what she really wants,other,,,,,,,,,,
120852,5,"I learned, online, that if you have a gift card with at least .50 cents, you could use it to fill you Amazon Gift Balance for later purchases. Thank you for the person who wrote the article and thank you to Amazon for allowing this to be a thing.",i learned online that if you have a gift card with at least 50 cents you could use it to fill you amazon gift balance for later purchases thank you for the person who wrote the article and thank you to amazon for allowing this to be a thing,other,,,,,,,,,,
120854,5,"Reloading my Gift Card Balance was super easy and the money was there almost immediately.  I don't have to purchase gift cards very often, but I do a ton of reviews, so I like to keep that in a budget and not spend straight from my checking account.  I also don't like having to keep up with all of the transactions that are less than $1.  Gift Cards make it easy for me to budget my review money and I think it's a great option to be able to reload so quickly.  This is the first time I have used this, but I definitely recommend it and will use it again in the future when I run out of cards I win through various groups and apps.",reloading my gift card balance was super easy and the money was there almost immediately i don t NOT_have NOT_to NOT_purchase gift cards very often but i do a ton of reviews so i like to keep that in a budget and not NOT_spend NOT_straight NOT_from my checking account i also don t NOT_like NOT_having NOT_to keep up with all of the transactions that are less than 1 gift cards make it easy for me to budget my review money and i think it s a great option to be able to reload so quickly this is the first time i have used this but i definitely recommend it and will use it again in the future when i run out of cards i win through various groups and apps,other,,,,,,,,,,
120855,5,So glad my daughter gives this to me,so glad my daughter gives this to me,other,,,,,,,,,,
120869,5,Excellent and delivered promptly.,excellent and delivered promptly,other,,,,,,,,,,
120879,1,The envelope is ripped in several places. Very disappointing. This was my niece’s main gift.,the envelope is ripped in several places very disappointing this was my niece s main gift,other,,,,,,,,,,
120881,5,I love being able to purchase my gift card online,i love being able to purchase my gift card online,other,,,,,,,,,,
120882,5,It came.  It spent.,it came it spent,other,,,,,,,,,,
120886,5,Yes,yes,other,,,,,,,,,,
120888,5,Amazing gift bought for my husband as surprise.,amazing gift bought for my husband as surprise,other,,,,,,,,,,
120905,5,Great deal on the gift card.  We bought it for ourselves when it was on a deal of the day.  It's like getting a meal for free.,great deal on the gift card we bought it for ourselves when it was on a deal of the day it s like getting a meal for free,other,,,,,,,,,,
120916,5,Worked as advertised. Convenient as well!,worked as advertised convenient as well,other,,,,,,,,,,
120928,5,Got card because of $10 incentive.  Spent it all already.,got card because of 10 incentive spent it all already,other,,,,,,,,,,
120934,4,It does what is stated on the card.,it does what is stated on the card,other,,,,,,,,,,
120945,5,This gift card did the trick last Christmas because I needed to get a gift for my niece who was out of state. I had it sent right to her and it was a hit.,this gift card did the trick last christmas because i needed to get a gift for my niece who was out of state i had it sent right to her and it was a hit,other,,,,,,,,,,
120957,5,👍,,other,,,,,,,,,,
120962,5,Gift card in black box is classy,gift card in black box is classy,other,,,,,,,,,,
120976,5,Easy to purchase and easy to use.,easy to purchase and easy to use,other,,,,,,,,,,
120982,5,Arrived timely. As described.,arrived timely as described,delivery_shipping,,,,,,,,,,
120989,5,Very Convenient!,very convenient,other,,,,,,,,,,
120994,5,Was perfect gift,was perfect gift,other,,,,,,,,,,
121,3,its a gift card,its a gift card,other,,,,,,,,,,
121003,1,"its a gift card. you give your hard earned cash for a card that can only be spent on amazon.  I am sure the recipient would rather have cash. Hmm, or maybe you could spend a small amount of time and actually think of something you could buy or make that whoever you give this too would enjoy. yah i know i bought it too, lazy.",its a gift card you give your hard earned cash for a card that can only be spent on amazon i am sure the recipient would rather have cash hmm or maybe you could spend a small amount of time and actually think of something you could buy or make that whoever you give this too would enjoy yah i know i bought it too lazy,other,,,,,,,,,,
121010,5,This is such a cute way to give a gift catd,this is such a cute way to give a gift catd,other,,,,,,,,,,
121017,5,Very nice,very nice,other,,,,,,,,,,
121024,1,"The card itself was as expected, but I disliked the fact that there was no money on the card when I attempted to use it.",the card itself was as expected but i disliked the fact that there was no NOT_money NOT_on NOT_the card when i attempted to use it,other,,,,,,,,,,
121025,1,"The card itself was as expected, but I disliked the fact that there was no money on the card when I attempted to use it.",the card itself was as expected but i disliked the fact that there was no NOT_money NOT_on NOT_the card when i attempted to use it,other,,,,,,,,,,
121032,1,not worth the time or effort it. gets stolen and hard to replace,not NOT_worth NOT_the NOT_time or effort it gets stolen and hard to replace,fraud_scam,,,,,,,,,,
121036,5,Convenience,convenience,other,,,,,,,,,,
121037,5,Yes it was good,yes it was good,other,,,,,,,,,,
121038,5,Great deal on this gift card! $15 dollars back on $50!,great deal on this gift card 15 dollars back on 50,other,,,,,,,,,,
121039,3,"I had received a Visa gift card from someone for $15 in October 2021.  I uploaded the amount to my Amazon account and received verification from Amazon that the re-load was successful.  Fast forward to January 2022 and I was notified that $15 was pulled from my Amazon account.  I called customer service and did not understand why this happened even after I talked to three different representatives.  In this day of instant verification, how can a re-load from three months earlier be reversed?  It makes no sense to me.",i had received a visa gift card from someone for 15 in october 2021 i uploaded the amount to my amazon account and received verification from amazon that the re load was successful fast forward to january 2022 and i was notified that 15 was pulled from my amazon account i called customer service and did not NOT_understand NOT_why NOT_this happened even after i talked to three different representatives in this day of instant verification how can a re load from three months earlier be reversed it makes no NOT_sense NOT_to NOT_me,customer_service,,,,,,,,,,
12104,5,Next best thing to cash,next best thing to cash,other,,,,,,,,,,
121040,5,Super cute and arrived on time!,super cute and arrived on time,delivery_shipping,,,,,,,,,,
121050,5,"IT STATED READING, I WANTED IT FOR ANYTHING............GAMES ETC.  I HOPT THAT IS WHAT IT WAS FOR.  IF THAT IS WHAT IT WAS FOR I AM VERY HAPPY.",it stated reading i wanted it for anything games etc i hopt that is what it was for if that is what it was for i am very happy,other,,,,,,,,,,
121054,1,Do not buy. Did not work had to dump it. Do mot buy<br />Waste of time and money. Badly maufactured,do not NOT_buy did not NOT_work NOT_had NOT_to dump it do mot buy br waste of time and money badly maufactured,other,,,,,,,,,,
121056,5,Just works,just works,other,,,,,,,,,,
121057,4,Nice,nice,other,,,,,,,,,,
121060,5,"A perfect way to gift loved ones,",a perfect way to gift loved ones,other,,,,,,,,,,
121064,5,Can't go wrong with these gift cards!  Arrived quickly!,can t NOT_go NOT_wrong NOT_with these gift cards arrived quickly,delivery_shipping,,,,,,,,,,
121069,5,That  was  a great gift for sending  that got a gift!,that was a great gift for sending that got a gift,other,,,,,,,,,,
12107,5,Great gift presentation. So easy to send!,great gift presentation so easy to send,other,,,,,,,,,,
121081,1,"Link says 10% back, but when you click it, the only option is 5% back - it's a lie!",link says 10 back but when you click it the only option is 5 back it s a lie,other,,,,,,,,,,
121087,5,Super fast and easy!,super fast and easy,other,,,,,,,,,,
121090,1,what do you expect it just reloads ur gift card balance,what do you expect it just reloads ur gift card balance,other,,,,,,,,,,
1211,5,Product as described,product as described,other,,,,,,,,,,
121107,5,good,good,other,,,,,,,,,,
121114,5,very good!,very good,other,,,,,,,,,,
121115,5,So cute and recipient was thrilled.,so cute and recipient was thrilled,other,,,,,,,,,,
121121,5,comes very fast. love it,comes very fast love it,other,,,,,,,,,,
121122,5,nice kit and case. Best seasonal wishes,nice kit and case best seasonal wishes,other,,,,,,,,,,
121131,5,Exactlly as described,exactlly as described,other,,,,,,,,,,
121137,5,Great for a gift.,great for a gift,other,,,,,,,,,,
121141,5,Satisfied,satisfied,other,,,,,,,,,,
121145,5,Exactly what I ordered. I even double checked to make sure the money was out on it and no issues.,exactly what i ordered i even double checked to make sure the money was out on it and no NOT_issues,other,,,,,,,,,,
121146,5,Good deal,good deal,other,,,,,,,,,,
121150,5,It was so simple and came right on time!,it was so simple and came right on time,other,,,,,,,,,,
